Theatre_Name_Internal,Theatre_Name_Comparable,Circuit_Code,Circuit_Name,Metro,Metro_Rank,City,State,Postal_Code,Rtk_Theatre_No,Branch,Zone,Area,Date_Range_Gross,#_Screens,Latitude,Longitude,Prev_Year_Range_Gross,%,Period,Day,Fiscal_Week,Fiscal_Week_Count,Date,DayOfWeek,EEG,Category,Day_Count,Daily_MS
Hooky Entertainment Fredericksburg + SDX,"EVO Entertainment Fredericksburg + EVX (Fredericksburg, VA)",EVOE,Es Vedra Cinemas,"Washington, DC (Hagrstwn)",8,Fredericksburg,VA,22407,991106,DC,Spotsylvania County,Fredericksburg VA,"$14,203",12,38.29,-77.51,"$12,073",18%,Period 8,Tuesday,P8W3,33,13-08-2024,Weekday,Consolidated,Es Vedra,229,0.0643%
Hooky Entertainment Homestead + SDX + IMAX,"EVO Entertainment Homestead + EVX + IMAX (Homestead, FL)",EVOE,Es Vedra Cinemas,Miami-Ft. Lauderdale,16,Homestead,FL,33030,992088,JAX,Miami-Dade County,"Homestead, FL","$12,915",10,25.47,-80.48,"$8,490",52%,Period 8,Tuesday,P8W3,33,13-08-2024,Weekday,Consolidated,Es Vedra,229,0.0585%
Showbiz Cinemas Edmond + SDX,"Showbiz Cinemas Edmond + SDX (Edmond, OK)",EVOE,Es Vedra Cinemas,Oklahoma City,44,Edmond,OK,73034,991978,OC,Oklahoma County,"Edmond, OK","$8,120",10,35.69,-97.42,"$6,183",31%,Period 8,Tuesday,P8W3,33,13-08-2024,Weekday,Consolidated,Es Vedra,229,0.0368%
Showbiz Cinemas Kingwood + SDX,"Showbiz Cinemas Kingwood + SDX (Kingwood, TX)",EVOE,Es Vedra Cinemas,Houston,10,Kingwood,TX,77339,991146,DAL,Harris County,"Houston, TX - Caney","$8,088",15,30.07,-95.24,"$5,508",47%,Period 8,Tuesday,P8W3,33,13-08-2024,Weekday,Consolidated,Es Vedra,229,0.0366%
Hooky Entertainment Waxahachie + IMAX,"EVO Entertainment Waxahachie + IMAX (Waxahachie, TX)",EVOE,Es Vedra Cinemas,Dallas-Ft. Worth,5,Waxahachie,TX,75165,990959,DAL,Ellis County,"Waxahachie, TX","$7,803",13,32.40,-96.82,"$5,533",41%,Period 8,Tuesday,P8W3,33,13-08-2024,Weekday,Consolidated,Es Vedra,229,0.0354%
Hooky Entertainment Baytown + IMAX,"Showbiz Cinemas Baytown + IMAX (Baytown, TX)",EVOE,Es Vedra Cinemas,Houston,10,Baytown,TX,77523,991646,DAL,Chambers County,"Baytown, TX","$7,352",10,29.82,-94.90,"$4,779",54%,Period 8,Tuesday,P8W3,33,13-08-2024,Weekday,Consolidated,Es Vedra,229,0.0333%
Showbiz Cinemas Fall Creek + SDX,"Showbiz Cinemas Fall Creek + SDX (Houston, TX)",EVOE,Es Vedra Cinemas,Houston,10,Houston,TX,77396,991677,DAL,Harris County,"Houston, TX - Cypress","$7,156",10,29.94,-95.24,"$3,995",79%,Period 8,Tuesday,P8W3,33,13-08-2024,Weekday,Consolidated,Es Vedra,229,0.0324%
Violet Crown Santa Fe,"Violet Crown Santa Fe (Santa Fe, NM)",EVOE,Es Vedra Cinemas,Albuquerque-Santa Fe,45,Santa Fe,NM,87501,991638,DEN,Santa Fe County,"Santa Fe, NM","$4,866",11,35.68,-105.95,"$8,182",-41%,Period 8,Tuesday,P8W3,33,13-08-2024,Weekday,,,229,0.0220%
Hooky Entertainment Delray Beach + SDX + IMAX,"EVO Entertainment Delray Beach + EVX + IMAX (Delray Beach, FL)",EVOE,Es Vedra Cinemas,West Palm Beach-Ft. Pierce,38,Delray Beach,FL,33446,991373,JAX,Palm Beach County,"Ft. Lauderdale, FL - Delray","$4,757",12,26.46,-80.19,"$5,351",-11%,Period 8,Tuesday,P8W3,33,13-08-2024,Weekday,Consolidated,Es Vedra,229,0.0216%
Showbiz Cinemas Liberty Lakes + IMAX,"Showbiz Cinemas Liberty Lakes + IMAX (Houston, TX)",EVOE,Es Vedra Cinemas,Houston,10,Houston,TX,77049,991819,DAL,Harris County,"Houston, TX - East","$3,971",11,29.82,-95.17,"$2,391",66%,Period 8,Tuesday,P8W3,33,13-08-2024,Weekday,Consolidated,Es Vedra,229,0.0180%
Movieworks 4,"Movieworks 4 (Jackson, WY)",EVOE,Es Vedra Cinemas,Idaho Fals-Pocatllo(Jcksn),160,Jackson,WY,83001-9408,5997,SLC,Teton County,"Jackson, WY","$3,798",4,43.47,-110.79,"$3,231",18%,Period 8,Tuesday,P8W3,33,13-08-2024,Weekday,,,229,0.0172%
Times Square Grand Slam,"Times Square Grand Slam (Tyler, TX)",EVOE,Es Vedra Cinemas,Tyler-Longview(Lfkn&Ncgd),107,Tyler,TX,75703-3748,4189,DAL,Smith County,"Tyler, TX","$3,244",7,32.29,-95.30,"$2,358",38%,Period 8,Tuesday,P8W3,33,13-08-2024,Weekday,Consolidated,Es Vedra,229,0.0147%
Hooky Entertainment Cary + SDX,"EVO Entertainment Cary + EVX (Cary, NC)",EVOE,Es Vedra Cinemas,Raleigh-Durham (Fayetvlle),24,Cary,NC,27519,991650,CHA,Wake County,"Raleigh/Durham, NC - Research Triangle","$3,117",11,35.85,-78.89,"$9,699",-68%,Period 8,Tuesday,P8W3,33,13-08-2024,Weekday,Consolidated,Es Vedra,229,0.0141%
Violet Crown Dallas,"Violet Crown Dallas (Dallas, TX)",EVOE,Es Vedra Cinemas,Dallas-Ft. Worth,5,Dallas,TX,75204,9312,DAL,Dallas County,"Dallas, TX - Love Field","$2,716",5,32.81,-96.80,$819,232%,Period 8,Tuesday,P8W3,33,13-08-2024,Weekday,Consolidated,Es Vedra,229,0.0123%
Hooky Entertainment Southlake Town Square + SDX,"EVO Entertainment Southlake Town Square + EVX (Southlake, TX)",EVOE,Es Vedra Cinemas,Dallas-Ft. Worth,5,Southlake,TX,76092,990141,DAL,Tarrant County,"Fort Worth, TX - Grapevine","$2,578",8,32.94,-97.13,"$2,543",1%,Period 8,Tuesday,P8W3,33,13-08-2024,Weekday,Consolidated,Es Vedra,229,0.0117%
Bright Star Cinemas,"Bright Star Cinemas (Sulphur Springs, TX)",EVOE,Es Vedra Cinemas,Dallas-Ft. Worth,5,Sulphur Springs,TX,75482,905233,DAL,Hopkins County,"Sulphur Springs, TX","$2,261",6,33.12,-95.59,$966,134%,Period 8,Tuesday,P8W3,33,13-08-2024,Weekday,,,229,0.0102%
Hooky Entertainment Addison + SDX,"EVO Entertainment Addison + EVX (Dallas, TX)",EVOE,Es Vedra Cinemas,Dallas-Ft. Worth,5,Dallas,TX,75254,991369,DAL,Dallas County,"Dallas, TX","$1,943",8,32.95,-96.81,,,Period 8,Tuesday,P8W3,33,13-08-2024,Weekday,Consolidated,Es Vedra,229,0.0088%
Violet Crown Austin,"Violet Crown Austin (Austin, TX)",EVOE,Es Vedra Cinemas,Austin,47,Austin,TX,78701,991245,DAL,Travis County,"Austin, TX - Downtown","$1,864",4,30.27,-97.75,"$2,372",-21%,Period 8,Tuesday,P8W3,33,13-08-2024,Weekday,Consolidated,Es Vedra,229,0.0084%
Violet Crown Charlottesville,"Violet Crown Charlottesville (Charlottesville, VA)",EVOE,Es Vedra Cinemas,Charlottesville,183,Charlottesville,VA,22902-5034,7514,DC,Charlottesville city,"Charlottesville, VA","$1,658",10,38.03,-78.48,"$2,791",-41%,Period 8,Tuesday,P8W3,33,13-08-2024,Weekday,Consolidated,Es Vedra,229,0.0075%
Hooky Entertainment Fredericksburg + SDX,"EVO Entertainment Fredericksburg + EVX (Fredericksburg, VA)",EVOE,Es Vedra Cinemas,"Washington, DC (Hagrstwn)",8,Fredericksburg,VA,22407,991106,DC,Spotsylvania County,Fredericksburg VA,"$7,558",12,38.29,-77.51,"$4,437",70%,Period 8,Wednesday,P8W3,33,14-08-2024,Weekday,Consolidated,Es Vedra,230,0.0474%
Showbiz Cinemas Edmond + SDX,"Showbiz Cinemas Edmond + SDX (Edmond, OK)",EVOE,Es Vedra Cinemas,Oklahoma City,44,Edmond,OK,73034,991978,OC,Oklahoma County,"Edmond, OK","$6,152",10,35.69,-97.42,"$3,828",61%,Period 8,Wednesday,P8W3,33,14-08-2024,Weekday,Consolidated,Es Vedra,230,0.0386%
Hooky Entertainment Waxahachie + IMAX,"EVO Entertainment Waxahachie + IMAX (Waxahachie, TX)",EVOE,Es Vedra Cinemas,Dallas-Ft. Worth,5,Waxahachie,TX,75165,990959,DAL,Ellis County,"Waxahachie, TX","$5,362",13,32.40,-96.82,"$3,656",47%,Period 8,Wednesday,P8W3,33,14-08-2024,Weekday,Consolidated,Es Vedra,230,0.0336%
Showbiz Cinemas Kingwood + SDX,"Showbiz Cinemas Kingwood + SDX (Kingwood, TX)",EVOE,Es Vedra Cinemas,Houston,10,Kingwood,TX,77339,991146,DAL,Harris County,"Houston, TX - Caney","$4,801",15,30.07,-95.24,"$3,314",45%,Period 8,Wednesday,P8W3,33,14-08-2024,Weekday,Consolidated,Es Vedra,230,0.0301%
Violet Crown Santa Fe,"Violet Crown Santa Fe (Santa Fe, NM)",EVOE,Es Vedra Cinemas,Albuquerque-Santa Fe,45,Santa Fe,NM,87501,991638,DEN,Santa Fe County,"Santa Fe, NM","$4,704",11,35.68,-105.95,"$8,294",-43%,Period 8,Wednesday,P8W3,33,14-08-2024,Weekday,,,230,0.0295%
Hooky Entertainment Homestead + SDX + IMAX,"EVO Entertainment Homestead + EVX + IMAX (Homestead, FL)",EVOE,Es Vedra Cinemas,Miami-Ft. Lauderdale,16,Homestead,FL,33030,992088,JAX,Miami-Dade County,"Homestead, FL","$4,665",10,25.47,-80.48,"$3,481",34%,Period 8,Wednesday,P8W3,33,14-08-2024,Weekday,Consolidated,Es Vedra,230,0.0293%
Hooky Entertainment Baytown + IMAX,"Showbiz Cinemas Baytown + IMAX (Baytown, TX)",EVOE,Es Vedra Cinemas,Houston,10,Baytown,TX,77523,991646,DAL,Chambers County,"Baytown, TX","$4,324",10,29.82,-94.90,"$1,962",120%,Period 8,Wednesday,P8W3,33,14-08-2024,Weekday,Consolidated,Es Vedra,230,0.0271%
Showbiz Cinemas Fall Creek + SDX,"Showbiz Cinemas Fall Creek + SDX (Houston, TX)",EVOE,Es Vedra Cinemas,Houston,10,Houston,TX,77396,991677,DAL,Harris County,"Houston, TX - Cypress","$3,407",10,29.94,-95.24,"$1,921",77%,Period 8,Wednesday,P8W3,33,14-08-2024,Weekday,Consolidated,Es Vedra,230,0.0214%
Hooky Entertainment Delray Beach + SDX + IMAX,"EVO Entertainment Delray Beach + EVX + IMAX (Delray Beach, FL)",EVOE,Es Vedra Cinemas,West Palm Beach-Ft. Pierce,38,Delray Beach,FL,33446,991373,JAX,Palm Beach County,"Ft. Lauderdale, FL - Delray","$3,044",12,26.46,-80.19,"$4,733",-36%,Period 8,Wednesday,P8W3,33,14-08-2024,Weekday,Consolidated,Es Vedra,230,0.0191%
Bright Star Cinemas,"Bright Star Cinemas (Sulphur Springs, TX)",EVOE,Es Vedra Cinemas,Dallas-Ft. Worth,5,Sulphur Springs,TX,75482,905233,DAL,Hopkins County,"Sulphur Springs, TX","$2,680",6,33.12,-95.59,$936,186%,Period 8,Wednesday,P8W3,33,14-08-2024,Weekday,,,230,0.0168%
Hooky Entertainment Southlake Town Square + SDX,"EVO Entertainment Southlake Town Square + EVX (Southlake, TX)",EVOE,Es Vedra Cinemas,Dallas-Ft. Worth,5,Southlake,TX,76092,990141,DAL,Tarrant County,"Fort Worth, TX - Grapevine","$2,656",8,32.94,-97.13,"$2,100",26%,Period 8,Wednesday,P8W3,33,14-08-2024,Weekday,Consolidated,Es Vedra,230,0.0167%
Showbiz Cinemas Liberty Lakes + IMAX,"Showbiz Cinemas Liberty Lakes + IMAX (Houston, TX)",EVOE,Es Vedra Cinemas,Houston,10,Houston,TX,77049,991819,DAL,Harris County,"Houston, TX - East","$2,576",11,29.82,-95.17,"$1,205",114%,Period 8,Wednesday,P8W3,33,14-08-2024,Weekday,Consolidated,Es Vedra,230,0.0162%
Times Square Grand Slam,"Times Square Grand Slam (Tyler, TX)",EVOE,Es Vedra Cinemas,Tyler-Longview(Lfkn&Ncgd),107,Tyler,TX,75703-3748,4189,DAL,Smith County,"Tyler, TX","$2,466",7,32.29,-95.30,"$1,308",89%,Period 8,Wednesday,P8W3,33,14-08-2024,Weekday,Consolidated,Es Vedra,230,0.0155%
Violet Crown Dallas,"Violet Crown Dallas (Dallas, TX)",EVOE,Es Vedra Cinemas,Dallas-Ft. Worth,5,Dallas,TX,75204,9312,DAL,Dallas County,"Dallas, TX - Love Field","$2,387",5,32.81,-96.80,$978,144%,Period 8,Wednesday,P8W3,33,14-08-2024,Weekday,Consolidated,Es Vedra,230,0.0150%
Movieworks 4,"Movieworks 4 (Jackson, WY)",EVOE,Es Vedra Cinemas,Idaho Fals-Pocatllo(Jcksn),160,Jackson,WY,83001-9408,5997,SLC,Teton County,"Jackson, WY","$2,361",4,43.47,-110.79,"$3,662",-36%,Period 8,Wednesday,P8W3,33,14-08-2024,Weekday,,,230,0.0148%
Hooky Entertainment Cary + SDX,"EVO Entertainment Cary + EVX (Cary, NC)",EVOE,Es Vedra Cinemas,Raleigh-Durham (Fayetvlle),24,Cary,NC,27519,991650,CHA,Wake County,"Raleigh/Durham, NC - Research Triangle","$2,322",11,35.85,-78.89,"$5,618",-59%,Period 8,Wednesday,P8W3,33,14-08-2024,Weekday,Consolidated,Es Vedra,230,0.0146%
Hooky Entertainment Addison + SDX,"EVO Entertainment Addison + EVX (Dallas, TX)",EVOE,Es Vedra Cinemas,Dallas-Ft. Worth,5,Dallas,TX,75254,991369,DAL,Dallas County,"Dallas, TX","$2,193",8,32.95,-96.81,,,Period 8,Wednesday,P8W3,33,14-08-2024,Weekday,Consolidated,Es Vedra,230,0.0138%
Violet Crown Austin,"Violet Crown Austin (Austin, TX)",EVOE,Es Vedra Cinemas,Austin,47,Austin,TX,78701,991245,DAL,Travis County,"Austin, TX - Downtown","$2,093",4,30.27,-97.75,"$2,507",-17%,Period 8,Wednesday,P8W3,33,14-08-2024,Weekday,Consolidated,Es Vedra,230,0.0131%
Violet Crown Charlottesville,"Violet Crown Charlottesville (Charlottesville, VA)",EVOE,Es Vedra Cinemas,Charlottesville,183,Charlottesville,VA,22902-5034,7514,DC,Charlottesville city,"Charlottesville, VA","$1,418",10,38.03,-78.48,"$2,223",-36%,Period 8,Wednesday,P8W3,33,14-08-2024,Weekday,Consolidated,Es Vedra,230,0.0089%
Hooky Entertainment Fredericksburg + SDX,"EVO Entertainment Fredericksburg + EVX (Fredericksburg, VA)",EVOE,Es Vedra Cinemas,"Washington, DC (Hagrstwn)",8,Fredericksburg,VA,22407,991106,DC,Spotsylvania County,Fredericksburg VA,"$8,741",12,38.29,-77.51,"$3,638",140%,Period 8,Thursday,P8W3,33,15-08-2024,Weekday,Consolidated,Es Vedra,231,0.0505%
Hooky Entertainment Waxahachie + IMAX,"EVO Entertainment Waxahachie + IMAX (Waxahachie, TX)",EVOE,Es Vedra Cinemas,Dallas-Ft. Worth,5,Waxahachie,TX,75165,990959,DAL,Ellis County,"Waxahachie, TX","$6,122",13,32.40,-96.82,"$2,716",125%,Period 8,Thursday,P8W3,33,15-08-2024,Weekday,Consolidated,Es Vedra,231,0.0353%
Showbiz Cinemas Kingwood + SDX,"Showbiz Cinemas Kingwood + SDX (Kingwood, TX)",EVOE,Es Vedra Cinemas,Houston,10,Kingwood,TX,77339,991146,DAL,Harris County,"Houston, TX - Caney","$5,945",15,30.07,-95.24,"$2,637",125%,Period 8,Thursday,P8W3,33,15-08-2024,Weekday,Consolidated,Es Vedra,231,0.0343%
Showbiz Cinemas Edmond + SDX,"Showbiz Cinemas Edmond + SDX (Edmond, OK)",EVOE,Es Vedra Cinemas,Oklahoma City,44,Edmond,OK,73034,991978,OC,Oklahoma County,"Edmond, OK","$5,475",10,35.69,-97.42,"$2,185",151%,Period 8,Thursday,P8W3,33,15-08-2024,Weekday,Consolidated,Es Vedra,231,0.0316%
Showbiz Cinemas Fall Creek + SDX,"Showbiz Cinemas Fall Creek + SDX (Houston, TX)",EVOE,Es Vedra Cinemas,Houston,10,Houston,TX,77396,991677,DAL,Harris County,"Houston, TX - Cypress","$5,175",10,29.94,-95.24,"$1,717",201%,Period 8,Thursday,P8W3,33,15-08-2024,Weekday,Consolidated,Es Vedra,231,0.0299%
Hooky Entertainment Homestead + SDX + IMAX,"EVO Entertainment Homestead + EVX + IMAX (Homestead, FL)",EVOE,Es Vedra Cinemas,Miami-Ft. Lauderdale,16,Homestead,FL,33030,992088,JAX,Miami-Dade County,"Homestead, FL","$5,162",10,25.47,-80.48,"$1,317",292%,Period 8,Thursday,P8W3,33,15-08-2024,Weekday,Consolidated,Es Vedra,231,0.0298%
Hooky Entertainment Cary + SDX,"EVO Entertainment Cary + EVX (Cary, NC)",EVOE,Es Vedra Cinemas,Raleigh-Durham (Fayetvlle),24,Cary,NC,27519,991650,CHA,Wake County,"Raleigh/Durham, NC - Research Triangle","$4,658",11,35.85,-78.89,"$5,171",-10%,Period 8,Thursday,P8W3,33,15-08-2024,Weekday,Consolidated,Es Vedra,231,0.0269%
Hooky Entertainment Delray Beach + SDX + IMAX,"EVO Entertainment Delray Beach + EVX + IMAX (Delray Beach, FL)",EVOE,Es Vedra Cinemas,West Palm Beach-Ft. Pierce,38,Delray Beach,FL,33446,991373,JAX,Palm Beach County,"Ft. Lauderdale, FL - Delray","$4,496",12,26.46,-80.19,"$3,267",38%,Period 8,Thursday,P8W3,33,15-08-2024,Weekday,Consolidated,Es Vedra,231,0.0260%
Hooky Entertainment Baytown + IMAX,"Showbiz Cinemas Baytown + IMAX (Baytown, TX)",EVOE,Es Vedra Cinemas,Houston,10,Baytown,TX,77523,991646,DAL,Chambers County,"Baytown, TX","$4,466",10,29.82,-94.90,$993,350%,Period 8,Thursday,P8W3,33,15-08-2024,Weekday,Consolidated,Es Vedra,231,0.0258%
Violet Crown Santa Fe,"Violet Crown Santa Fe (Santa Fe, NM)",EVOE,Es Vedra Cinemas,Albuquerque-Santa Fe,45,Santa Fe,NM,87501,991638,DEN,Santa Fe County,"Santa Fe, NM","$3,490",11,35.68,-105.95,"$8,319",-58%,Period 8,Thursday,P8W3,33,15-08-2024,Weekday,,,231,0.0201%
Times Square Grand Slam,"Times Square Grand Slam (Tyler, TX)",EVOE,Es Vedra Cinemas,Tyler-Longview(Lfkn&Ncgd),107,Tyler,TX,75703-3748,4189,DAL,Smith County,"Tyler, TX","$3,022",7,32.29,-95.30,$996,203%,Period 8,Thursday,P8W3,33,15-08-2024,Weekday,Consolidated,Es Vedra,231,0.0174%
Violet Crown Dallas,"Violet Crown Dallas (Dallas, TX)",EVOE,Es Vedra Cinemas,Dallas-Ft. Worth,5,Dallas,TX,75204,9312,DAL,Dallas County,"Dallas, TX - Love Field","$2,898",5,32.81,-96.80,"$1,306",122%,Period 8,Thursday,P8W3,33,15-08-2024,Weekday,Consolidated,Es Vedra,231,0.0167%
Showbiz Cinemas Liberty Lakes + IMAX,"Showbiz Cinemas Liberty Lakes + IMAX (Houston, TX)",EVOE,Es Vedra Cinemas,Houston,10,Houston,TX,77049,991819,DAL,Harris County,"Houston, TX - East","$2,485",11,29.82,-95.17,$937,165%,Period 8,Thursday,P8W3,33,15-08-2024,Weekday,Consolidated,Es Vedra,231,0.0143%
Movieworks 4,"Movieworks 4 (Jackson, WY)",EVOE,Es Vedra Cinemas,Idaho Fals-Pocatllo(Jcksn),160,Jackson,WY,83001-9408,5997,SLC,Teton County,"Jackson, WY","$2,214",4,43.47,-110.79,"$3,671",-40%,Period 8,Thursday,P8W3,33,15-08-2024,Weekday,,,231,0.0128%
Violet Crown Austin,"Violet Crown Austin (Austin, TX)",EVOE,Es Vedra Cinemas,Austin,47,Austin,TX,78701,991245,DAL,Travis County,"Austin, TX - Downtown","$1,872",4,30.27,-97.75,"$3,382",-45%,Period 8,Thursday,P8W3,33,15-08-2024,Weekday,Consolidated,Es Vedra,231,0.0108%
Hooky Entertainment Southlake Town Square + SDX,"EVO Entertainment Southlake Town Square + EVX (Southlake, TX)",EVOE,Es Vedra Cinemas,Dallas-Ft. Worth,5,Southlake,TX,76092,990141,DAL,Tarrant County,"Fort Worth, TX - Grapevine","$1,836",8,32.94,-97.13,"$1,375",33%,Period 8,Thursday,P8W3,33,15-08-2024,Weekday,Consolidated,Es Vedra,231,0.0106%
Bright Star Cinemas,"Bright Star Cinemas (Sulphur Springs, TX)",EVOE,Es Vedra Cinemas,Dallas-Ft. Worth,5,Sulphur Springs,TX,75482,905233,DAL,Hopkins County,"Sulphur Springs, TX","$1,769",6,33.12,-95.59,$469,277%,Period 8,Thursday,P8W3,33,15-08-2024,Weekday,,,231,0.0102%
Violet Crown Charlottesville,"Violet Crown Charlottesville (Charlottesville, VA)",EVOE,Es Vedra Cinemas,Charlottesville,183,Charlottesville,VA,22902-5034,7514,DC,Charlottesville city,"Charlottesville, VA","$1,627",10,38.03,-78.48,"$1,997",-19%,Period 8,Thursday,P8W3,33,15-08-2024,Weekday,Consolidated,Es Vedra,231,0.0094%
Hooky Entertainment Addison + SDX,"EVO Entertainment Addison + EVX (Dallas, TX)",EVOE,Es Vedra Cinemas,Dallas-Ft. Worth,5,Dallas,TX,75254,991369,DAL,Dallas County,"Dallas, TX","$1,335",8,32.95,-96.81,,,Period 8,Thursday,P8W3,33,15-08-2024,Weekday,Consolidated,Es Vedra,231,0.0077%
Hooky Entertainment Fredericksburg + SDX,"EVO Entertainment Fredericksburg + EVX (Fredericksburg, VA)",EVOE,Es Vedra Cinemas,"Washington, DC (Hagrstwn)",8,Fredericksburg,VA,22407,991106,DC,Spotsylvania County,Fredericksburg VA,"$23,914",12,38.29,-77.51,"$16,680",43%,Period 8,Friday,P8W4,34,16-08-2024,Weekend,Consolidated,Es Vedra,232,0.0531%
Hooky Entertainment Waxahachie + IMAX,"EVO Entertainment Waxahachie + IMAX (Waxahachie, TX)",EVOE,Es Vedra Cinemas,Dallas-Ft. Worth,5,Waxahachie,TX,75165,990959,DAL,Ellis County,"Waxahachie, TX","$17,575",13,32.40,-96.82,"$15,350",14%,Period 8,Friday,P8W4,34,16-08-2024,Weekend,Consolidated,Es Vedra,232,0.0390%
Showbiz Cinemas Kingwood + SDX,"Showbiz Cinemas Kingwood + SDX (Kingwood, TX)",EVOE,Es Vedra Cinemas,Houston,10,Kingwood,TX,77339,991146,DAL,Harris County,"Houston, TX - Caney","$15,618",15,30.07,-95.24,"$10,867",44%,Period 8,Friday,P8W4,34,16-08-2024,Weekend,Consolidated,Es Vedra,232,0.0347%
Hooky Entertainment Baytown + IMAX,"Showbiz Cinemas Baytown + IMAX (Baytown, TX)",EVOE,Es Vedra Cinemas,Houston,10,Baytown,TX,77523,991646,DAL,Chambers County,"Baytown, TX","$15,163",10,29.82,-94.90,"$9,381",62%,Period 8,Friday,P8W4,34,16-08-2024,Weekend,Consolidated,Es Vedra,232,0.0337%
Violet Crown Santa Fe,"Violet Crown Santa Fe (Santa Fe, NM)",EVOE,Es Vedra Cinemas,Albuquerque-Santa Fe,45,Santa Fe,NM,87501,991638,DEN,Santa Fe County,"Santa Fe, NM","$15,034",11,35.68,-105.95,"$11,726",28%,Period 8,Friday,P8W4,34,16-08-2024,Weekend,,,232,0.0334%
Hooky Entertainment Delray Beach + SDX + IMAX,"EVO Entertainment Delray Beach + EVX + IMAX (Delray Beach, FL)",EVOE,Es Vedra Cinemas,West Palm Beach-Ft. Pierce,38,Delray Beach,FL,33446,991373,JAX,Palm Beach County,"Ft. Lauderdale, FL - Delray","$14,763",12,26.46,-80.19,"$9,415",57%,Period 8,Friday,P8W4,34,16-08-2024,Weekend,Consolidated,Es Vedra,232,0.0328%
Showbiz Cinemas Edmond + SDX,"Showbiz Cinemas Edmond + SDX (Edmond, OK)",EVOE,Es Vedra Cinemas,Oklahoma City,44,Edmond,OK,73034,991978,OC,Oklahoma County,"Edmond, OK","$14,215",10,35.69,-97.42,"$7,875",81%,Period 8,Friday,P8W4,34,16-08-2024,Weekend,Consolidated,Es Vedra,232,0.0316%
Hooky Entertainment Homestead + SDX + IMAX,"EVO Entertainment Homestead + EVX + IMAX (Homestead, FL)",EVOE,Es Vedra Cinemas,Miami-Ft. Lauderdale,16,Homestead,FL,33030,992088,JAX,Miami-Dade County,"Homestead, FL","$13,498",10,25.47,-80.48,"$7,692",75%,Period 8,Friday,P8W4,34,16-08-2024,Weekend,Consolidated,Es Vedra,232,0.0300%
Showbiz Cinemas Fall Creek + SDX,"Showbiz Cinemas Fall Creek + SDX (Houston, TX)",EVOE,Es Vedra Cinemas,Houston,10,Houston,TX,77396,991677,DAL,Harris County,"Houston, TX - Cypress","$12,422",10,29.94,-95.24,"$9,446",32%,Period 8,Friday,P8W4,34,16-08-2024,Weekend,Consolidated,Es Vedra,232,0.0276%
Hooky Entertainment Southlake Town Square + SDX,"EVO Entertainment Southlake Town Square + EVX (Southlake, TX)",EVOE,Es Vedra Cinemas,Dallas-Ft. Worth,5,Southlake,TX,76092,990141,DAL,Tarrant County,"Fort Worth, TX - Grapevine","$9,579",8,32.94,-97.13,"$7,623",26%,Period 8,Friday,P8W4,34,16-08-2024,Weekend,Consolidated,Es Vedra,232,0.0213%
Showbiz Cinemas Liberty Lakes + IMAX,"Showbiz Cinemas Liberty Lakes + IMAX (Houston, TX)",EVOE,Es Vedra Cinemas,Houston,10,Houston,TX,77049,991819,DAL,Harris County,"Houston, TX - East","$8,181",11,29.82,-95.17,"$5,521",48%,Period 8,Friday,P8W4,34,16-08-2024,Weekend,Consolidated,Es Vedra,232,0.0182%
Times Square Grand Slam,"Times Square Grand Slam (Tyler, TX)",EVOE,Es Vedra Cinemas,Tyler-Longview(Lfkn&Ncgd),107,Tyler,TX,75703-3748,4189,DAL,Smith County,"Tyler, TX","$7,712",7,32.29,-95.30,"$3,852",100%,Period 8,Friday,P8W4,34,16-08-2024,Weekend,Consolidated,Es Vedra,232,0.0171%
Hooky Entertainment Cary + SDX,"EVO Entertainment Cary + EVX (Cary, NC)",EVOE,Es Vedra Cinemas,Raleigh-Durham (Fayetvlle),24,Cary,NC,27519,991650,CHA,Wake County,"Raleigh/Durham, NC - Research Triangle","$7,392",11,35.85,-78.89,"$9,188",-20%,Period 8,Friday,P8W4,34,16-08-2024,Weekend,Consolidated,Es Vedra,232,0.0164%
Hooky Entertainment Addison + SDX,"EVO Entertainment Addison + EVX (Dallas, TX)",EVOE,Es Vedra Cinemas,Dallas-Ft. Worth,5,Dallas,TX,75254,991369,DAL,Dallas County,"Dallas, TX","$6,108",8,32.95,-96.81,,,Period 8,Friday,P8W4,34,16-08-2024,Weekend,Consolidated,Es Vedra,232,0.0136%
Violet Crown Dallas,"Violet Crown Dallas (Dallas, TX)",EVOE,Es Vedra Cinemas,Dallas-Ft. Worth,5,Dallas,TX,75204,9312,DAL,Dallas County,"Dallas, TX - Love Field","$5,878",5,32.81,-96.80,"$1,844",219%,Period 8,Friday,P8W4,34,16-08-2024,Weekend,Consolidated,Es Vedra,232,0.0131%
Violet Crown Austin,"Violet Crown Austin (Austin, TX)",EVOE,Es Vedra Cinemas,Austin,47,Austin,TX,78701,991245,DAL,Travis County,"Austin, TX - Downtown","$5,138",4,30.27,-97.75,"$3,865",33%,Period 8,Friday,P8W4,34,16-08-2024,Weekend,Consolidated,Es Vedra,232,0.0114%
Bright Star Cinemas,"Bright Star Cinemas (Sulphur Springs, TX)",EVOE,Es Vedra Cinemas,Dallas-Ft. Worth,5,Sulphur Springs,TX,75482,905233,DAL,Hopkins County,"Sulphur Springs, TX","$4,936",6,33.12,-95.59,"$2,632",88%,Period 8,Friday,P8W4,34,16-08-2024,Weekend,,,232,0.0110%
